cbsa,cbsa_name,county_name,fips
10180,"Abilene, TX",Callahan,48059
10180,"Abilene, TX",Jones,48253
10180,"Abilene, TX",Taylor,48441
10420,"Akron, OH",Portage,39133
10420,"Akron, OH",Summit,39153
10500,"Albany, GA",Baker,13007
10500,"Albany, GA",Dougherty,13095
10500,"Albany, GA",Lee,13177
10500,"Albany, GA",Terrell,13273
10500,"Albany, GA",Worth,13321
10540,"Albany, OR",Linn,41043
10580,"Albany-Schenectady-Troy, NY",Albany,36001
10580,"Albany-Schenectady-Troy, NY",Rensselaer,36083
10580,"Albany-Schenectady-Troy, NY",Saratoga,36091
10580,"Albany-Schenectady-Troy, NY",Schenectady,36093
10580,"Albany-Schenectady-Troy, NY",Schoharie,36095
10740,"Albuquerque, NM",Bernalillo,35001
10740,"Albuquerque, NM",Sandoval,35043
10740,"Albuquerque, NM",Torrance,35057
10740,"Albuquerque, NM",Valencia,35061
10780,"Alexandria, LA",Grant,22043
10780,"Alexandria, LA",Rapides,22079
10900,"Allentown-Bethlehem-Easton, PA-NJ",Warren,34041
10900,"Allentown-Bethlehem-Easton, PA-NJ",Carbon,42025
10900,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh,42077
10900,"Allentown-Bethlehem-Easton, PA-NJ",Northampton,42095
11020,"Altoona, PA",Blair,42013
11100,"Amarillo, TX",Armstrong,48011
11100,"Amarillo, TX",Carson,48065
11100,"Amarillo, TX",Oldham,48359
11100,"Amarillo, TX",Potter,48375
11100,"Amarillo, TX",Randall,48381
11180,"Ames, IA",Story,19169
11260,"Anchorage, AK",Anchorage,02020
11260,"Anchorage, AK",Matanuska-Susitna,02170
11460,"Ann Arbor, MI",Washtenaw,26161
11500,"Anniston-Oxford-Jacksonville, AL",Calhoun,01015
11540,"Appleton, WI",Calumet,55015
11540,"Appleton, WI",Outagamie,55087
11700,"Asheville, NC",Buncombe,37021
11700,"Asheville, NC",Haywood,37087
11700,"Asheville, NC",Henderson,37089
11700,"Asheville, NC",Madison,37115
12020,"Athens-Clarke County, GA",Clarke,13059
12020,"Athens-Clarke County, GA",Madison,13195
12020,"Athens-Clarke County, GA",Oconee,13219
12020,"Athens-Clarke County, GA",Oglethorpe,13221
12060,"Atlanta-Sandy Springs-Roswell, GA",Barrow,13013
12060,"Atlanta-Sandy Springs-Roswell, GA",Bartow,13015
12060,"Atlanta-Sandy Springs-Roswell, GA",Butts,13035
12060,"Atlanta-Sandy Springs-Roswell, GA",Carroll,13045
12060,"Atlanta-Sandy Springs-Roswell, GA",Cherokee,13057
12060,"Atlanta-Sandy Springs-Roswell, GA",Clayton,13063
12060,"Atlanta-Sandy Springs-Roswell, GA",Cobb,13067
12060,"Atlanta-Sandy Springs-Roswell, GA",Coweta,13077
12060,"Atlanta-Sandy Springs-Roswell, GA",Dawson,13085
12060,"Atlanta-Sandy Springs-Roswell, GA",DeKalb,13089
12060,"Atlanta-Sandy Springs-Roswell, GA",Douglas,13097
12060,"Atlanta-Sandy Springs-Roswell, GA",Fayette,13113
12060,"Atlanta-Sandy Springs-Roswell, GA",Forsyth,13117
12060,"Atlanta-Sandy Springs-Roswell, GA",Fulton,13121
12060,"Atlanta-Sandy Springs-Roswell, GA",Gwinnett,13135
12060,"Atlanta-Sandy Springs-Roswell, GA",Haralson,13143
12060,"Atlanta-Sandy Springs-Roswell, GA",Heard,13149
12060,"Atlanta-Sandy Springs-Roswell, GA",Henry,13151
12060,"Atlanta-Sandy Springs-Roswell, GA",Jasper,13159
12060,"Atlanta-Sandy Springs-Roswell, GA",Lamar,13171
12060,"Atlanta-Sandy Springs-Roswell, GA",Meriwether,13199
12060,"Atlanta-Sandy Springs-Roswell, GA",Morgan,13211
12060,"Atlanta-Sandy Springs-Roswell, GA",Newton,13217
12060,"Atlanta-Sandy Springs-Roswell, GA",Paulding,13223
12060,"Atlanta-Sandy Springs-Roswell, GA",Pickens,13227
12060,"Atlanta-Sandy Springs-Roswell, GA",Pike,13231
12060,"Atlanta-Sandy Springs-Roswell, GA",Rockdale,13247
12060,"Atlanta-Sandy Springs-Roswell, GA",Spalding,13255
12060,"Atlanta-Sandy Springs-Roswell, GA",Walton,13297
12100,"Atlantic City-Hammonton, NJ",Atlantic,34001
12220,"Auburn-Opelika, AL",Lee,01081
12260,"Augusta-Richmond County, GA-SC",Burke,13033
12260,"Augusta-Richmond County, GA-SC",Columbia,13073
12260,"Augusta-Richmond County, GA-SC",Lincoln,13181
12260,"Augusta-Richmond County, GA-SC",McDuffie,13189
12260,"Augusta-Richmond County, GA-SC",Richmond,13245
12260,"Augusta-Richmond County, GA-SC",Aiken,45003
12260,"Augusta-Richmond County, GA-SC",Edgefield,45037
12420,"Austin-Round Rock, TX",Bastrop,48021
12420,"Austin-Round Rock, TX",Caldwell,48055
12420,"Austin-Round Rock, TX",Hays,48209
12420,"Austin-Round Rock, TX",Travis,48453
12420,"Austin-Round Rock, TX",Williamson,48491
12540,"Bakersfield, CA",Kern,06029
12580,"Baltimore-Columbia-Towson, MD",Anne Arundel,24003
12580,"Baltimore-Columbia-Towson, MD",Baltimore,24005
12580,"Baltimore-Columbia-Towson, MD",Carroll,24013
12580,"Baltimore-Columbia-Towson, MD",Harford,24025
12580,"Baltimore-Columbia-Towson, MD",Howard,24027
12580,"Baltimore-Columbia-Towson, MD",Queen Anne's,24035
12580,"Baltimore-Columbia-Towson, MD",Baltimore,24510
12620,"Bangor, ME",Penobscot,23019
12700,"Barnstable Town, MA",Barnstable,25001
12940,"Baton Rouge, LA",Ascension,22005
12940,"Baton Rouge, LA",East Baton Rouge,22033
12940,"Baton Rouge, LA",East Feliciana,22037
12940,"Baton Rouge, LA",Iberville,22047
12940,"Baton Rouge, LA",Livingston,22063
12940,"Baton Rouge, LA",Pointe Coupee,22077
12940,"Baton Rouge, LA",St. Helena,22091
12940,"Baton Rouge, LA",West Baton Rouge,22121
12940,"Baton Rouge, LA",West Feliciana,22125
12980,"Battle Creek, MI",Calhoun,26025
13020,"Bay City, MI",Bay,26017
13140,"Beaumont-Port Arthur, TX",Hardin,48199
13140,"Beaumont-Port Arthur, TX",Jefferson,48245
13140,"Beaumont-Port Arthur, TX",Newton,48351
13140,"Beaumont-Port Arthur, TX",Orange,48361
13220,"Beckley, WV",Fayette,54019
13220,"Beckley, WV",Raleigh,54081
13380,"Bellingham, WA",Whatcom,53073
13460,"Bend-Redmond, OR",Deschutes,41017
13740,"Billings, MT",Carbon,30009
13740,"Billings, MT",Golden Valley,30037
13740,"Billings, MT",Yellowstone,30111
13780,"Binghamton, NY",Broome,36007
13780,"Binghamton, NY",Tioga,36107
13820,"Birmingham-Hoover, AL",Bibb,01007
13820,"Birmingham-Hoover, AL",Blount,01009
13820,"Birmingham-Hoover, AL",Chilton,01021
13820,"Birmingham-Hoover, AL",Jefferson,01073
13820,"Birmingham-Hoover, AL",St. Clair,01115
13820,"Birmingham-Hoover, AL",Shelby,01117
13820,"Birmingham-Hoover, AL",Walker,01127
13900,"Bismarck, ND",Burleigh,38015
13900,"Bismarck, ND",Morton,38059
13900,"Bismarck, ND",Oliver,38065
13900,"Bismarck, ND",Sioux,38085
13980,"Blacksburg-Christiansburg-Radford, VA",Floyd,51063
13980,"Blacksburg-Christiansburg-Radford, VA",Giles,51071
13980,"Blacksburg-Christiansburg-Radford, VA",Montgomery,51121
13980,"Blacksburg-Christiansburg-Radford, VA",Pulaski,51155
13980,"Blacksburg-Christiansburg-Radford, VA",Radford,51750
14010,"Bloomington, IL",De Witt,17039
14010,"Bloomington, IL",McLean,17113
14020,"Bloomington, IN",Monroe,18105
14020,"Bloomington, IN",Owen,18119
14100,"Bloomsburg-Berwick, PA",Columbia,42037
14100,"Bloomsburg-Berwick, PA",Montour,42093
14260,"Boise City, ID",Ada,16001
14260,"Boise City, ID",Boise,16015
14260,"Boise City, ID",Canyon,16027
14260,"Boise City, ID",Gem,16045
14260,"Boise City, ID",Owyhee,16073
14460,"Boston-Cambridge-Newton, MA-NH",Norfolk,25021
14460,"Boston-Cambridge-Newton, MA-NH",Plymouth,25023
14460,"Boston-Cambridge-Newton, MA-NH",Suffolk,25025
14460,"Boston-Cambridge-Newton, MA-NH",Essex,25009
14460,"Boston-Cambridge-Newton, MA-NH",Middlesex,25017
14460,"Boston-Cambridge-Newton, MA-NH",Rockingham,33015
14460,"Boston-Cambridge-Newton, MA-NH",Strafford,33017
14500,"Boulder, CO",Boulder,08013
14540,"Bowling Green, KY",Allen,21003
14540,"Bowling Green, KY",Butler,21031
14540,"Bowling Green, KY",Edmonson,21061
14540,"Bowling Green, KY",Warren,21227
14740,"Bremerton-Silverdale, WA",Kitsap,53035
14860,"Bridgeport-Stamford-Norwalk, CT",Fairfield,09001
15180,"Brownsville-Harlingen, TX",Cameron,48061
15260,"Brunswick, GA",Brantley,13025
15260,"Brunswick, GA",Glynn,13127
15260,"Brunswick, GA",McIntosh,13191
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie,36029
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Niagara,36063
15500,"Burlington, NC",Alamance,37001
15540,"Burlington-South Burlington, VT",Chittenden,50007
15540,"Burlington-South Burlington, VT",Franklin,50011
15540,"Burlington-South Burlington, VT",Grand Isle,50013
15680,"California-Lexington Park, MD",St. Mary's,24037
15940,"Canton-Massillon, OH",Carroll,39019
15940,"Canton-Massillon, OH",Stark,39151
15980,"Cape Coral-Fort Myers, FL",Lee,12071
16020,"Cape Girardeau, MO-IL",Alexander,17003
16020,"Cape Girardeau, MO-IL",Bollinger,29017
16020,"Cape Girardeau, MO-IL",Cape Girardeau,29031
16060,"Carbondale-Marion, IL",Jackson,17077
16060,"Carbondale-Marion, IL",Williamson,17199
16180,"Carson City, NV",Carson,32510
16220,"Casper, WY",Natrona,56025
16300,"Cedar Rapids, IA",Benton,19011
16300,"Cedar Rapids, IA",Jones,19105
16300,"Cedar Rapids, IA",Linn,19113
16540,"Chambersburg-Waynesboro, PA",Franklin,42055
16580,"Champaign-Urbana, IL",Champaign,17019
16580,"Champaign-Urbana, IL",Ford,17053
16580,"Champaign-Urbana, IL",Piatt,17147
16620,"Charleston, WV",Boone,54005
16620,"Charleston, WV",Clay,54015
16620,"Charleston, WV",Kanawha,54039
16700,"Charleston-North Charleston, SC",Berkeley,45015
16700,"Charleston-North Charleston, SC",Charleston,45019
16700,"Charleston-North Charleston, SC",Dorchester,45035
16740,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus,37025
16740,"Charlotte-Concord-Gastonia, NC-SC",Gaston,37071
16740,"Charlotte-Concord-Gastonia, NC-SC",Iredell,37097
16740,"Charlotte-Concord-Gastonia, NC-SC",Lincoln,37109
16740,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg,37119
16740,"Charlotte-Concord-Gastonia, NC-SC",Rowan,37159
16740,"Charlotte-Concord-Gastonia, NC-SC",Union,37179
16740,"Charlotte-Concord-Gastonia, NC-SC",Chester,45023
16740,"Charlotte-Concord-Gastonia, NC-SC",Lancaster,45057
16740,"Charlotte-Concord-Gastonia, NC-SC",York,45091
16820,"Charlottesville, VA",Albemarle,51003
16820,"Charlottesville, VA",Buckingham,51029
16820,"Charlottesville, VA",Fluvanna,51065
16820,"Charlottesville, VA",Greene,51079
16820,"Charlottesville, VA",Nelson,51125
16820,"Charlottesville, VA",Charlottesville,51540
16860,"Chattanooga, TN-GA",Catoosa,13047
16860,"Chattanooga, TN-GA",Dade,13083
16860,"Chattanooga, TN-GA",Walker,13295
16860,"Chattanooga, TN-GA",Hamilton,47065
16860,"Chattanooga, TN-GA",Marion,47115
16860,"Chattanooga, TN-GA",Sequatchie,47153
16940,"Cheyenne, WY",Laramie,56021
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Cook,17031
16980,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage,17043
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Grundy,17063
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Kendall,17093
16980,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry,17111
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Will,17197
16980,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb,17037
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Kane,17089
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Jasper,18073
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Lake,18089
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Newton,18111
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Porter,18127
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Lake,17097
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha,55059
17020,"Chico, CA",Butte,06007
17140,"Cincinnati, OH-KY-IN",Dearborn,18029
17140,"Cincinnati, OH-KY-IN",Ohio,18115
17140,"Cincinnati, OH-KY-IN",Union,18161
17140,"Cincinnati, OH-KY-IN",Boone,21015
17140,"Cincinnati, OH-KY-IN",Bracken,21023
17140,"Cincinnati, OH-KY-IN",Campbell,21037
17140,"Cincinnati, OH-KY-IN",Gallatin,21077
17140,"Cincinnati, OH-KY-IN",Grant,21081
17140,"Cincinnati, OH-KY-IN",Kenton,21117
17140,"Cincinnati, OH-KY-IN",Pendleton,21191
17140,"Cincinnati, OH-KY-IN",Brown,39015
17140,"Cincinnati, OH-KY-IN",Butler,39017
17140,"Cincinnati, OH-KY-IN",Clermont,39025
